number, avg elapsed time (s), avg val, max val, min val, stdev, graph, nodes, edges, selection, crossover, mutation, replacement, N, K, S_RATE, M_THRE, P0, POINTS, K_FIT, T, C
1, 180.00, 3232.00, 3262.00, 3208.00, 11.46, maxcut500, 500, 4990, tornament, reverse, general, general, 1000, 1, 0.70, 0.30, 0.51, 4, 4, 0.70, 0.50
