rate, elasped time (s), max val, avg val
0.020000, 0, 272, 246.76
0.010000, 0, 347, 248.04
0.010000, 0, 347, 249.04
0.010000, 0, 347, 250.14
0.010000, 0, 347, 251.27
0.010000, 0, 347, 252.19
0.010000, 0, 347, 253.24
0.010000, 0, 347, 254.29
0.010000, 0, 347, 255.32
0.010000, 0, 347, 256.35
0.010000, 0, 347, 257.33
0.010000, 0, 347, 258.23
0.010000, 0, 347, 259.08
0.010000, 0, 347, 260.09
0.010000, 0, 352, 261.28
0.010000, 0, 352, 262.19
0.010000, 0, 352, 263.26
0.010000, 0, 352, 264.41
0.010000, 0, 352, 265.42
0.010000, 0, 352, 266.31
0.010000, 0, 352, 267.40
0.010000, 0, 352, 268.37
0.010000, 0, 352, 269.42
0.010000, 0, 352, 270.30
0.010000, 0, 352, 271.25
0.010000, 0, 352, 272.20
0.010000, 0, 352, 273.01
0.010000, 0, 352, 274.02
0.010000, 0, 352, 274.83
0.010000, 0, 352, 275.67
0.010000, 0, 352, 276.55
0.010000, 0, 352, 277.42
0.010000, 0, 352, 278.49
0.010000, 0, 352, 279.16
0.010000, 0, 352, 280.03
0.010000, 0, 352, 280.93
0.010000, 0, 352, 281.82
0.010000, 0, 352, 282.80
0.010000, 0, 352, 283.69
0.010000, 0, 352, 284.60
0.010000, 0, 352, 285.59
0.010000, 0, 352, 286.54
0.010000, 0, 352, 287.41
0.010000, 0, 352, 288.31
0.010000, 0, 352, 289.08
0.010000, 0, 352, 289.90
0.010000, 0, 352, 290.77
0.010000, 0, 352, 291.67
0.010000, 0, 352, 292.49
0.010000, 0, 352, 293.27
0.010000, 0, 352, 294.04
0.010000, 0, 352, 294.94
0.010000, 0, 352, 295.75
0.010000, 0, 352, 296.76
0.010000, 0, 352, 297.55
0.010000, 0, 352, 298.37
0.010000, 0, 352, 299.29
0.010000, 0, 352, 300.16
0.010000, 0, 352, 300.92
0.010000, 0, 352, 301.69
0.010000, 0, 352, 302.50
0.010000, 0, 352, 303.42
0.010000, 0, 352, 304.33
0.010000, 0, 352, 305.24
0.010000, 0, 352, 306.08
0.010000, 0, 352, 306.87
0.010000, 0, 352, 307.68
0.010000, 0, 352, 308.39
0.010000, 0, 352, 309.13
0.010000, 0, 352, 309.97
0.010000, 0, 352, 310.77
0.010000, 0, 352, 311.71
0.010000, 0, 352, 312.44
0.010000, 0, 352, 313.21
0.010000, 0, 352, 314.13
0.010000, 0, 352, 314.81
0.010000, 0, 352, 315.58
0.010000, 0, 352, 316.33
0.010000, 0, 352, 317.18
0.010000, 0, 352, 317.92
0.010000, 0, 352, 318.69
0.010000, 0, 352, 319.57
0.010000, 0, 352, 320.25
0.010000, 0, 352, 321.17
0.010000, 0, 352, 321.80
0.010000, 0, 352, 322.39
0.010000, 0, 352, 322.94
0.010000, 0, 352, 323.70
0.010000, 0, 352, 324.43
0.010000, 0, 352, 325.01
0.010000, 0, 352, 325.60
0.010000, 0, 352, 326.44
0.010000, 0, 354, 327.35
0.010000, 0, 354, 328.11
0.010000, 0, 354, 328.81
0.010000, 0, 354, 329.35
0.010000, 0, 354, 330.21
0.010000, 0, 354, 330.96
0.010000, 0, 354, 331.61
0.010000, 0, 354, 332.31
0.010000, 0, 354, 332.98
0.010000, 0, 354, 333.30
0.010000, 0, 354, 333.56
0.010000, 0, 354, 333.65
0.010000, 0, 354, 333.81
0.010000, 0, 354, 333.92
0.010000, 0, 354, 334.08
0.010000, 0, 354, 334.34
0.010000, 0, 354, 334.44
0.010000, 0, 354, 334.64
0.010000, 0, 354, 334.76
0.010000, 0, 354, 334.96
0.010000, 0, 354, 335.21
0.010000, 0, 354, 335.26
0.010000, 0, 354, 335.41
0.010000, 0, 354, 335.54
0.010000, 0, 354, 335.74
0.010000, 0, 354, 335.66
0.010000, 0, 354, 335.92
0.010000, 0, 354, 336.09
0.010000, 0, 354, 336.16
0.010000, 0, 354, 336.24
0.010000, 0, 354, 336.31
0.010000, 0, 354, 336.38
0.010000, 0, 354, 336.58
0.010000, 0, 354, 336.65
0.010000, 0, 354, 336.73
0.010000, 0, 354, 336.78
0.010000, 0, 354, 336.98
0.020000, 0, 354, 337.26
0.030000, 0, 354, 337.53
0.030000, 0, 354, 337.65
0.030000, 0, 354, 337.76
0.030000, 0, 354, 337.85
0.030000, 0, 354, 337.86
0.030000, 0, 354, 337.89
0.010000, 0, 355, 338.15
0.010000, 0, 355, 338.18
0.010000, 0, 356, 338.45
0.010000, 0, 356, 338.34
0.010000, 0, 356, 338.38
0.010000, 0, 356, 338.39
0.010000, 0, 356, 338.57
0.010000, 0, 356, 338.72
0.010000, 0, 356, 338.86
0.010000, 0, 356, 338.89
0.010000, 0, 356, 338.97
0.010000, 0, 356, 338.89
0.010000, 0, 356, 339.08
0.010000, 0, 356, 339.05
0.010000, 0, 356, 339.09
0.010000, 0, 356, 339.08
0.010000, 0, 356, 338.95
0.010000, 0, 356, 339.16
0.010000, 0, 356, 339.29
0.010000, 0, 356, 339.19
0.010000, 0, 356, 339.36
0.010000, 0, 356, 339.50
0.010000, 0, 356, 339.45
0.010000, 0, 356, 339.42
0.010000, 0, 356, 339.50
0.010000, 0, 356, 339.73
0.01000, 43, 369, 346.78
0.220000, 43, 369, 346.25
0.220000, 43, 369, 346.31
0.240000, 44, 369, 348.36
0.200000, 44, 369, 348.78
0.230000, 44, 369, 347.39
0.220000, 44, 369, 347.77
0.240000, 45, 369, 346.40
0.220000, 45, 369, 346.39
0.210000, 45, 369, 347.71
0.210000, 45, 369, 347.90
0.230000, 46, 369, 347.07
0.220000, 46, 369, 346.76
0.210000, 46, 369, 346.67
0.230000, 46, 369, 345.99
0.220000, 47, 369, 346.70
0.220000, 47, 369, 347.75
0.200000, 47, 369, 346.48
0.230000, 47, 369, 345.30
0.210000, 48, 369, 345.65
0.220000, 48, 369, 348.02
0.220000, 48, 369, 346.20
0.200000, 49, 369, 346.01
0.230000, 49, 369, 347.12
0.200000, 49, 369, 348.06
0.210000, 49, 369, 348.13
0.210000, 50, 369, 348.41
0.220000, 50, 369, 347.27
0.230000, 50, 369, 348.50
0.240000, 50, 369, 348.69
0.210000, 51, 369, 346.79
0.210000, 51, 369, 347.17
0.230000, 51, 369, 346.85
0.220000, 51, 369, 346.54
0.200000, 52, 369, 346.17
0.210000, 52, 369, 348.03
0.200000, 52, 369, 347.70
0.230000, 52, 369, 347.44
0.220000, 53, 369, 347.72
0.220000, 53, 369, 347.22
0.230000, 53, 369, 344.96
0.210000, 54, 369, 346.51
0.250000, 54, 369, 346.67
0.220000, 54, 369, 348.30
0.240000, 54, 369, 346.17
0.220000, 55, 369, 347.35
0.200000, 55, 369, 349.13
0.220000, 55, 369, 347.16
0.220000, 55, 369, 348.54
0.220000, 56, 369, 344.19
0.210000, 56, 369, 345.37
0.230000, 56, 369, 347.39
0.210000, 56, 369, 348.07
0.230000, 57, 369, 349.32
0.200000, 57, 369, 346.19
0.200000, 57, 369, 347.67
0.200000, 57, 369, 344.94
0.220000, 58, 369, 346.46
0.200000, 58, 369, 345.31
0.230000, 58, 369, 349.03
0.210000, 58, 369, 348.20
0.250000, 59, 369, 349.52
0.220000, 59, 369, 347.99
0.210000, 59, 369, 347.91
0.210000, 60, 369, 349.02
0.220000, 60, 369, 346.67
0.210000, 60, 369, 348.52
0.210000, 60, 369, 347.51
0.210000, 61, 369, 345.09
0.260000, 61, 369, 346.50
0.270000, 61, 369, 349.70
0.250000, 61, 369, 348.55
0.230000, 62, 369, 347.59
0.200000, 62, 369, 345.55
0.210000, 62, 369, 348.05
0.230000, 62, 369, 347.51
0.230000, 63, 369, 346.46
0.210000, 63, 369, 346.46
0.230000, 63, 369, 348.94
0.240000, 63, 369, 349.17
0.220000, 64, 369, 347.25
0.250000, 64, 369, 349.03
0.230000, 64, 369, 350.69
0.220000, 64, 369, 347.89
0.220000, 65, 369, 349.38
0.230000, 65, 369, 348.98
0.240000, 65, 369, 347.94
0.210000, 66, 369, 347.81
0.240000, 66, 369, 347.46
0.220000, 66, 369, 347.89
0.210000, 66, 369, 347.42
0.220000, 67, 369, 345.70
0.210000, 67, 369, 348.19
0.220000, 67, 369, 348.51
0.220000, 67, 369, 348.38
0.220000, 68, 369, 349.38
0.220000, 68, 369, 347.40
0.230000, 68, 369, 347.74
0.230000, 68, 369, 347.74
0.250000, 69, 369, 348.81
0.250000, 69, 369, 349.56
0.240000, 69, 369, 347.97
0.210000, 69, 369, 346.25
0.220000, 70, 369, 346.92
0.240000, 70, 369, 348.99
0.220000, 70, 369, 347.60
0.240000, 71, 369, 350.00
0.230000, 71, 369, 348.40
0.220000, 71, 369, 345.70
0.210000, 71, 369, 347.20
0.250000, 72, 369, 349.75
0.220000, 72, 369, 347.97
0.220000, 72, 369, 349.13
0.230000, 72, 369, 347.27
0.220000, 73, 369, 347.64
0.210000, 73, 369, 348.23
0.230000, 73, 369, 346.24
0.210000, 73, 369, 347.60
0.240000, 74, 369, 347.82
0.230000, 74, 369, 346.78
0.270000, 74, 369, 349.28
0.210000, 74, 369, 348.36
0.230000, 75, 369, 347.98
0.210000, 75, 369, 346.52
0.210000, 75, 369, 349.14
0.240000, 76, 369, 347.49
0.220000, 76, 369, 347.55
0.220000, 76, 369, 347.70
0.230000, 76, 369, 350.16
0.210000, 77, 369, 346.73
0.220000, 77, 369, 347.71
0.250000, 77, 369, 346.48
0.200000, 77, 369, 347.34
0.250000, 78, 369, 347.40
0.220000, 78, 369, 348.13
0.220000, 78, 369, 348.18
0.240000, 78, 369, 348.56
0.260000, 79, 369, 349.75
0.240000, 79, 369, 349.52
0.210000, 79, 369, 349.14
0.210000, 79, 369, 347.78
0.230000, 80, 369, 348.39
0.250000, 80, 369, 348.55
0.230000, 80, 369, 346.99
0.260000, 81, 369, 348.53
0.210000, 81, 369, 349.75
