Round, Value, Time
0, 84403196, 1000000000
1, 82607880, 1000000000
2, 81746301, 1000000000
3, 82871686, 1000000000
4, 82662103, 1000000000
5, 82550110, 1000000000
6, 82714077, 1000000000
7, 81113018, 1000000000
8, 82133363, 1000000000
9, 82558488, 1000000000
