Round, Value, Time
0, 61582627, 1000000000
1, 61529015, 1000000000
2, 61538262, 1000000000
3, 16953705, 1000000000
4, 64982657, 1000000000
5, 59879561, 1000000000
6, 61480380, 1000000000
7, 61512210, 1000000000
8, 64925934, 1000000000
9, 61515664, 1000000000
